time_up_content,Tiếp tục chơi để thêm giờ,Get 20 seconds to keep playing!,Terus bermain untuk menambah waktu,,"Продолжайте играть, чтобы добавить больше времени","Spiele weiter, um mehr Zeit hinzuzufügen",時間を追加するためにプレイし続ける,,繼續玩以增加更多時間,,Continue jogando para adicionar mais tempo,Continuez à jouer pour ajouter du temps,,시간을 추가하려면 계속 플레이하세요,Sigue jugando para añadir más tiempo,Continua a giocare per aggiungere più tempo,अधिक समय जोड़ने के लिए खेलते रहें
timer_startup_game,Hoàn thành trong:,COMPLETE THE LEVEL IN,SELESAIKAN LEVEL DALAM,,ЗАВЕРШИТЕ УРОВЕНЬ ЗА,SCHLIESSE DAS LEVEL AB IN,レベルをクリアするには,,完成關卡於,,COMPLETE O NÍVEL EM,TERMINEZ LE NIVEAU EN,,이 레벨을 완료하려면,COMPLETA EL NIVEL EN,COMPLETA IL LIVELLO IN,स्तर पूरा करें
daily_reward_title,Quà hàng ngày,DAILY REWARDS,HADIAH HARIAN,,ЕЖЕДНЕВНЫЕ НАГРАДЫ,TÄGLICHE BELOHNUNGEN,毎日の報酬,,每日獎勵,,RECOMPENSAS DIÁRIAS,RÉCOMPENSES QUOTIDIENNES,,매일 보상,RECOMPENSAS DIARIAS,RICOMPENSE GIORNALIERE,दैनिक इनाम
claim,Nhận,Claim,klaim,,получить,einfordern,受け取る,,領取,,reivindicar,réclamer,,받기,reclamar,rivendica,दावा करें
free,Miễn phí,Free,gratis,,бесплатно,kostenlos,無料,,免費,,grátis,gratuit,,무료,gratis,gratuito,मुफ्त
boost_time_name,Thêm thời gian,EXTRA PLAYTIME,WAKTU BERMAIN TAMBAHAN,,ДОПОЛНИТЕЛЬНОЕ ВРЕМЯ,ZUSÄTZLICHE SPIELZEIT,追加プレイ時間,,額外遊玩時間,,TEMPO EXTRA DE JOGO,TEMPS DE JEU SUPPLÉMENTAIRE,,추가 플레이 시간,TIEMPO EXTRA DE JUEGO,TEMPO DI GIOCO EXTRA,अतिरिक्त खेलने का समय
boost_time_des,Thêm 30s,Add 30 seconds,Tambah 30 detik,,Добавить 30 секунд,30 Sekunden hinzufügen,30秒追加,,增加30秒,,Adicionar 30 segundos,Ajouter 30 secondes,,30초 추가,Añadir 30 segundos,Aggiungi 30 secondi,30 सेकंड जोड़ें
shop_bundle_name_2,Gỡ quảng cáo,REMOVE ADS,HILANGKAN IKLAN,,УБРАТЬ РЕКЛАМУ,WERBUNG ENTFERNEN,広告を削除,,移除廣告,,REMOVER ANÚNCIOS,SUPPRIMER LES PUBS,,광고 제거,ELIMINAR ANUNCIOS,RIMUOVI PUBBLICITÀ,विज्ञापन हटाएं
shop_bundle_name_3,Gói gỡ quảng cáo,REMOVE ADS BUNDLE,PAKET HILANGKAN IKLAN,,НАБОР УДАЛЕНИЯ РЕКЛАМЫ,WERBUNGS-ENTFERNUNGS-PAKET,広告削除パック,,移除廣告組合包,,PACOTE PARA REMOVER ANÚNCIOS,PACK SUPPRESSION DE PUBS,,광고 제거 번들,PAQUETE DE ELIMINACIÓN DE ANUNCIOS,PACCHETTO RIMOZIONE PUBBLICITÀ,विज्ञापन हटाने का पैकेज
shop_bundle_name_4,Gói dành cho người mới,BEGINNER'S BUNDLE,PAKET PEMULA,,НАБОР ДЛЯ НАЧИНАЮЩИХ,ANFÄNGER-PAKET,初心者パック,,新手組合包,,PACOTE INICIANTE,PACK DÉBUTANT,,초보자 번들,PAQUETE DE PRINCIPIANTE,PACCHETTO PRINCIPIANTE,शुरुआती पैकेज
shop_bundle_name_5,Gói Tuyệt vời,GREAT BUNDLE,PAKET HEBAT,,ОТЛИЧНЫЙ НАБОР,TOLLES PAKET,素晴らしいパック,,優惠組合包,,PACOTE ÓTIMO,SUPER PACK,,멋진 번들,PAQUETE GENIAL,PACCHETTO FANTASTICO,शानदार पैकेज
shop_bundle_name_6,Gói Đỉnh,EPIC BUNDLE,PAKET EPIC,,ЭПИЧЕСКИЙ НАБОР,EPISCHES PAKET,エピックパック,,史詩組合包,,PACOTE ÉPICO,PACK ÉPIQUE,,에픽 번들,PAQUETE ÉPICO,PACCHETTO EPICO,महाकाव्य पैकेज
shop_sale_content_90,Giảm 90%,90% OFF,DISKON 90%,,СКИДКА 90%,90% RABATT,90%オフ,,90%折扣,,90% DE DESCONTO,90% DE RÉDUCTION,,90% 할인,90% DE DESCUENTO,SCONTO DEL 90%,90% की छूट
tap_to_close,Chạm để đóng,Tap to Close,Ketuk untuk Tutup,,"Нажмите, чтобы закрыть",Tippen zum Schließen,閉じるにはタップ,,點擊關閉,,Toque para Fechar,Appuyez pour Fermer,,닫으려면 터치,Toca para Cerrar,Tocca per Chiudere,बंद करने के लिए टैप करें
tap_to_continue,Chạm để tiếp tục,TAP TO CONTINUE,Ketuk untuk Melanjutkan,,"Нажмите, чтобы продолжить",Tippen zum Fortfahren,続けるにはタップ,,點擊繼續,,Toque para Continuar,Appuyez pour Continuer,,계속하려면 터치,Toca para Continuar,Tocca per Continuare,जारी रखने के लिए टैप करें
room_repairing,Đang cải tạo,Renovation in progress,Renovasi sedang berlangsung,,Ремонт в процессе,Renovierung im Gange,改装中,,正在翻新,,Renovação em andamento,Rénovation en cours,,리노베이션 진행 중,Renovación en progreso,Ristrutturazione in corso,नवीनीकरण चल रहा है
decor_hold_to_build,Giữ để xây,HOLD TO BUILD,TAHAN UNTUK MEMBANGUN,,"УДЕРЖИВАЙТЕ, ЧТОБЫ ПОСТРОИТЬ",HALTEN ZUM BAUEN,長押しして建設,,按住建造,,SEGURE PARA CONSTRUIR,MAINTENEZ POUR CONSTRUIRE,,누르고 건설,MANTÉN PARA CONSTRUIR,TIENI PREMUTO PER COSTRUIRE,निर्माण के लिए दबाए रखें
boost_addhole_name,Nam châm,Hole,MAGNET,,МАГНИТ,MAGNET,マグネット,,磁鐵,,ÍMÃ,AIMANT,,자석,IMÁN,MAGNETE,चुंबक
boost_addhole_des,Hút ốc,Create another Hole,Menarik sekrup,,Привлечь винт,Schraube anziehen,ねじを引き寄せる,,吸引螺絲,,Atraia um parafuso,Attirer une vis,,나사를 끌어당기기,Atraer un tornillo,Attira una vite,स्क्रू को आकर्षित करें
help_guide_first_level,Điền hộp công cụ với các ốc phù hợp,Fill toolboxes with matching screws,Isi kotak alat dengan sekrup yang cocok,,Заполните ящики для инструментов подходящими винтами,Fülle die Werkzeugkästen mit passenden Schrauben,一致するねじでツールボックスを満たす,,將匹配的螺絲填滿工具箱,,Preencha as caixas de ferramentas com parafusos correspondentes,Remplissez les boîtes à outils avec des vis assorties,,일치하는 나사로 공구 상자를 채우세요,Llena las cajas de herramientas con tornillos coincidentes,Riempi le cassette degli attrezzi con viti abbinate,मेल खाते स्क्रू से टूलबॉक्स भरें
help_guide_star_screw,Sử dụng ốc hình <color=#FFFF00>ngôi sao</color> khi cần,Use <color=#FFFF00>star</color> shaped screws when needed,Gunakan sekrup berbentuk <color=#FFFF00>bintang</color> saat dibutuhkan,,"Используйте винты в форме <color=#FFFF00>звезды</color>, когда нужно","Verwende <color=#FFFF00>sternförmige</color> Schrauben, wenn nötig",必要に応じて<color=#FFFF00>星形</color>のねじを使用する,,當需要時使用<color=#FFFF00>星形</color>螺絲,,Use parafusos em forma de <color=#FFFF00>estrela</color> quando necessário,Utilisez des vis en forme d'étoile <color=#FFFF00>étoile</color> lorsque nécessaire,,필요할 때 <color=#FFFF00>별 모양</color> 나사를 사용하세요,Usa tornillos con forma de <color=#FFFF00>estrella</color> cuando sea necesario,Usa viti a forma di <color=#FFFF00>stella</color> quando necessario,आवश्यक होने पर <color=#FFFF00>तारों के आकार</color> वाले स्क्रू का उपयोग करें
help_guide_link_screw,Các ốc được kết nối sẽ di chuyển cùng nhau,Connected screws move together,Sekrup yang terhubung bergerak bersama,,Связанные винты двигаются вместе,Verbundene Schrauben bewegen sich zusammen,接続されたねじは一緒に動く,,連接的螺絲一起移動,,Parafusos conectados se movem juntos,Les vis connectées se déplacent ensemble,,연결된 나사는 함께 움직입니다,Los tornillos conectados se mueven juntos,Le viti connesse si muovono insieme,जुड़े हुए स्क्रू एक साथ चलते हैं
help_guide_ice_screw,Phá <color=#00FFFF>BĂNG</color> bằng cách thu thập bất kỳ 3 ốc,Break the <color=#00FFFF>ICE</color> by collecting any 3 screws ,Hancurkan <color=#00FFFF>ES</color> dengan mengumpulkan 3 sekrup apa saja,,"Разбейте <color=#00FFFF>ЛЁД</color>, собрав любые 3 винта","Brich das <color=#00FFFF>EIS</color>, indem du 3 beliebige Schrauben sammelst",任意の3つのねじを集めて<color=#00FFFF>氷</color>を壊す,,收集任意 3 顆螺絲以打破<color=#00FFFF>冰塊</color>,,Quebre o <color=#00FFFF>GELO</color> coletando 3 parafusos,Brisez la <color=#00FFFF>GLACE</color> en collectant 3 vis,,나사 3개를 모아 <color=#00FFFF>얼음</color>을 깨세요,Rompe el <color=#00FFFF>HIELO</color> recolectando 3 tornillos,Rompi il <color=#00FFFF>GHIACCIO</color> raccogliendo 3 viti qualsiasi,किसी भी 3 स्क्रू इकट्ठा करके <color=#00FFFF>बर्फ</color> को तोड़ें
help_guide_toggle_screw,Cửa chớp mở hoặc đóng mỗi lượt di chuyển,Shutter opens or closes with each move,Jendela tertutup atau terbuka setiap kali bergerak,,Жалюзи открываются или закрываются с каждым ходом,Der Rollladen öffnet oder schließt sich bei jedem Zug,シャッターは移動ごとに開閉する,,每次移動時快門會開關,,O obturador abre ou fecha a cada movimento,Le volet s'ouvre ou se ferme à chaque mouvement,,한 번 움직일 때마다 셔터가 열리고 닫힙니다,La persiana se abre o se cierra con cada movimiento,L'otturatore si apre o si chiude con ogni mossa,प्रत्येक चाल के साथ शटर खुलता या बंद होता है
help_guide_bomb_screw,Gỡ bom trước khi hết lượt di chuyển,Clear the bomb before running out of its moves,Hapus bom sebelum kehabisan langkah,,"Обезвредьте бомбу, пока не закончились ходы","Entschärfe die Bombe, bevor die Züge ausgehen",爆弾が動き切る前に解除する,,在炸彈步數用完之前清除它,,Desarme a bomba antes de acabar os movimentos,Désamorcez la bombe avant d'épuiser les mouvements,,남은 이동 횟수 전에 폭탄을 제거하세요,Desactiva la bomba antes de quedarte sin movimientos,Disinnesca la bomba prima che finisca i movimenti,उसके चालें समाप्त होने से पहले बम को साफ करें
help_guide_chain_screw,Loại bỏ dây xích để giải phóng ốc bị xích,Remove connected chains to free the chained screw,Hapus rantai yang terhubung untuk membebaskan sekrup yang terikat,,"Удалите соединенные цепи, чтобы освободить винт","Entferne die verbundenen Ketten, um die gefangene Schraube zu befreien",接続された鎖を外して縛られたねじを解放する,,移除連接的鏈條以解放鎖住的螺絲,,Remova as correntes conectadas para liberar o parafuso preso,Retirez les chaînes connectées pour libérer la vis enchaînée,,연결된 체인을 제거하여 묶인 나사를 풀어주세요,Elimina las cadenas conectadas para liberar el tornillo encadenado,Rimuovi le catene connesse per liberare la vite incatenata,श्रृंखलाओं को हटा दें ताकि श्रृंखला से बंधा स्क्रू मुक्त हो जाए
help_guide_lockkit_screw,Giải phóng chìa khóa để mở khóa,Free the key to unlock the lock,Bebaskan kunci untuk membuka gembok,,"Освободите ключ, чтобы открыть замок","Befreie den Schlüssel, um das Schloss zu öffnen",鍵を解放してロックを解除する,,解放鑰匙以解鎖鎖頭,,Libere a chave para destrancar a fechadura,Libérez la clé pour déverrouiller la serrure,,자물쇠를 풀려면 열쇠를 해방하세요,Libera la llave para desbloquear el candado,Libera la chiave per sbloccare la serratura,ताला खोलने के लिए चाबी को मुक्त करें
no_more_life,HẾT MẠNG!,NO MORE LIVES!,TIDAK ADA NYAWA LAGI!,,БОЛЬШЕ НЕТ ЖИЗНЕЙ!,KEINE LEBEN MEHR!,ライフがもうありません！,,沒有更多生命！,,SEM MAIS VIDAS!,PLUS DE VIES !,,생명이 더 이상 없습니다!,¡NO QUEDAN VIDAS!,NIENTE PIÙ VITE!,कोई और जीवन नहीं!
keep_play,TIẾP TỤC CHƠI,KEEP PLAYING,TERUS BERMAIN,,ПРОДОЛЖАЙТЕ ИГРАТЬ,WEITERSPIELEN,続けてプレイする,,繼續遊戲,,CONTINUE JOGANDO,CONTINUEZ À JOUER,,계속 플레이,SIGUE JUGANDO,CONTINUA A GIOCARE,खेलते रहें
get_now,MUA NGAY,GET NOW,DAPATKAN SEKARANG,,ПОЛУЧИТЕ СЕЙЧАС,JETZT HOLEN,今すぐ入手,,立即獲得,,PEGUE AGORA,OBTENIR MAINTENANT,,지금 받기,OBTENER AHORA,OTTIENI ORA,अभी प्राप्त करें
remove_ads,GỠ QUẢNG CÁO,REMOVE ADS,HILANGKAN IKLAN,,УБРАТЬ РЕКЛАМУ,WERBUNG ENTFERNEN,広告を削除,,移除廣告,,REMOVER ANÚNCIOS,SUPPRIMER LES PUBS,,광고 제거,ELIMINAR ANUNCIOS,RIMUOVI ANNUNCI,विज्ञापन हटाएं
level_completed,HOÀN THÀNH ,LEVEL COMPLETE,LEVEL SELESAI,,УРОВЕНЬ ЗАВЕРШЕН,LEVEL ABGESCHLOSSEN,レベルクリア,,關卡完成,,NÍVEL COMPLETO,NIVEAU TERMINÉ,,레벨 완료,NIVEL COMPLETADO,LIVELLO COMPLETATO,स्तर पूरा
new_feature,TÍNH NĂNG MỚI,NEW FEATURE,FITUR BARU,,НОВАЯ ФУНКЦИЯ,NEUE FUNKTION,新機能,,新功能,,NOVO RECURSO,NOUVELLE FONCTIONNALITÉ,,새 기능,NUEVA FUNCIÓN,NUOVA FUNZIONE,नया फीचर
continue,Tiếp tục,Continue,Lanjutkan,,Продолжить,Fortsetzen,続行,,繼續,,Continuar,Continuer,,계속하기,Continuar,Continua,जारी रखें
booster_unlock,Mở khóa Trợ lực,BOOSTER UNLOCK,BOOSTER TERBUKA,,БУСТЕР РАЗБЛОКИРОВАН,BOOSTER FREIGESCHALTET,ブースター解除,,解鎖助推器,,BOOSTER DESBLOQUEADO,BOOSTER DÉVERROUILLÉ,,부스터 잠금 해제,POTENCIADOR DESBLOQUEADO,BOOSTER SBLOCCATO,बूस्टर अनलॉक
try_again,Thử Lại,Try Again,Coba Lagi,,Попробовать снова,Erneut versuchen,再挑戦,,再試一次,,Tente Novamente,Réessayer,,다시 시도,Intenta de nuevo,Riprova,पुनः प्रयास करें
remove_ads_des_1,Gỡ quảng cáo giữa các màn,Remove ads between levels and also banner ads.,Hapus iklan antara level,,Удалить рекламу между уровнями,Werbung zwischen den Leveln entfernen,レベル間の広告を削除する,,移除關卡間的廣告,,Remova anúncios entre os níveis,Supprimer les publicités entre les niveaux,,레벨 사이 광고 제거,Eliminar anuncios entre niveles,Rimuovi gli annunci tra i livelli,स्तरों के बीच विज्ञापन हटाएं
remove_ads_des_2,Gỡ quảng cáo băng rôn,Remove banner ads,Hapus iklan banner,,Удалить баннерную рекламу,Bannerwerbung entfernen,バナー広告を削除する,,移除橫幅廣告,,Remova os anúncios de banner,Supprimer les publicités bannières,,배너 광고 제거,Eliminar anuncios de banner,Rimuovi gli annunci a banner,बैनर विज्ञापन हटाएं
remove_ads_des_3,*Quảng cáo tùy chọn để nhận thưởng sẽ vẫn còn,Optional ads for rewards will stay.,*Iklan opsional untuk hadiah akan tetap ada,,*Рекламы для наград остаются,*Optionale Werbung für Belohnungen bleibt bestehen,*報酬広告は残ります,,*保留可選廣告以獲取獎勵,,*Anúncios opcionais para recompensas permanecerão,*Les pubs optionnelles pour des récompenses resteront,,*보상을 위한 선택적 광고는 남아있습니다,*Los anuncios opcionales para recompensas se mantendrán,*Gli annunci opzionali per le ricompense rimarranno,*इनाम के लिए वैकल्पिक विज्ञापन रहेंगे
loading_preloader,Đang tải..{0}%,Loading..{0}%,Memuat..{0}%,,Загрузка..{0}%,Lädt..{0}%,読み込み中..{0}%,,加載中..{0}%,,Carregando..{0}%,Chargement..{0}%,,로딩 중..{0}%,Cargando..{0}%,Caricamento..{0}%,लोड हो रहा है..{0}%
full_life,Đầy,Full,Penuh,,Полный,Voll,満タン,,已滿,,Cheio,Plein,,가득 참,Completo,Pieno,पूरा
coming_soon,Sắp ra mắt,COMING SOON,Segera hadir,,Скоро,Demnächst,近日公開,,即將推出,,Em breve,Bientôt disponible,,곧 출시,Próximamente,In arrivo,जल्द आ रहा है
character_not_support,Ký tự không được hỗ trợ.,Character not supported.,Karakter tidak didukung.,,Символ не поддерживается.,Zeichen wird nicht unterstützt.,サポートされていない文字です。,,不支援的字符。,,Caractere não suportado.,Caractère non pris en charge.,,지원되지 않는 문자입니다.,Carácter no compatible.,Carattere non supportato.,अक्षर समर्थित नहीं है।
rule_character_name,Nhập từ 3-15 ký tự,Enter 3-15 characters,Masukkan 3-15 karakter,,Введите 3-15 символов,Geben Sie 3-15 Zeichen ein,3～15文字を入力してください,,請輸入 3-15 個字符,,Insira 3-15 caracteres,Entrez 3-15 caractères,,3~15자의 문자를 입력하세요,Ingresa entre 3 y 15 caracteres,Inserisci 3-15 caratteri,3-15 अक्षर दर्ज करें
alert_not_enough_gold,Bạn không có đủ vàng!,You don't have enough gold!,Kamu tidak memiliki cukup emas!,,У вас недостаточно золота!,Du hast nicht genug Gold!,ゴールドが足りません！,,你的金幣不足！,,Você não tem ouro suficiente!,Vous n'avez pas assez d'or !,,골드가 충분하지 않습니다!,¡No tienes suficiente oro!,Non hai abbastanza oro!,आपके पास पर्याप्त सोना नहीं है!
home_pin_ball,DU HÀNH VŨ TRỤ,SPACE TRIP,PERJALANAN LUAR ANGKASA,,КОСМИЧЕСКОЕ ПУТЕШЕСТВИЕ,RAUMREISE,宇宙旅行,,太空旅行,,VIAGEM ESPACIAL,VOYAGE DANS L'ESPACE,,우주 여행,VIAJE ESPACIAL,VIAGGIO SPAZIALE,अंतरिक्ष यात्रा
bonus,Thưởng,Bonus,Bonus,,Бонус,Bonus,ボーナス,,獎勵,,Bônus,Bonus,,보너스,Bonificación,Bonus,बोनस
